"Id","dow_number","day_of_week","part_of_week","time_of_day","total_calories","total_intensity","total_average_intensity","average_intensity","max_intensity","min_intensity"
2320127002,1,"Monday","Weekday","Evening",639936,116865,1947.7499999999516,0.22083333333332783,0.683333,0
2320127002,1,"Monday","Weekday","Morning",1493184,122745,2045.751224999897,0.09940482142856642,0.4,0
2320127002,1,"Monday","Weekday","Night",1706496,138180,2303.0012250001428,0.09791671875000607,0.35,0
2320127002,1,"Monday","Weekday","Afternoon",1279872,166110,2768.502449999951,0.15694458333333056,0.666667,0
2320127002,2,"Tuesday","Weekday","Evening",799920,227115,3785.250735000168,0.3433334000000152,1.016667,0.033333
2320127002,2,"Tuesday","Weekday","Night",2133120,162435,2707.2497550000835,0.09208332500000284,0.783333,0
2320127002,2,"Tuesday","Weekday","Afternoon",1599840,327810,5463.500490000672,0.24777780000003047,1.116667,0
2320127002,2,"Tuesday","Weekday","Morning",1866480,264600,4409.999265000327,0.17142854285715556,0.666667,0
2320127002,3,"Wednesday","Weekday","Morning",1866480,239610,3993.5012249999077,0.15523814285713927,0.6,0
2320127002,3,"Wednesday","Weekday","Night",2133120,155820,2596.9990199998197,0.08833329999999387,0.533333,0
2320127002,3,"Wednesday","Weekday","Evening",799920,129360,2156.0004900000727,0.1955556000000066,0.5,0
2320127002,3,"Wednesday","Weekday","Afternoon",1599840,264600,4409.999264999961,0.19999996666666492,0.866667,0
2320127002,4,"Thursday","Weekday","Afternoon",1386528,154350,2572.500734999832,0.13461542307691426,0.5,0
2320127002,4,"Thursday","Weekday","Evening",639936,77910,1298.500245000009,0.14722225000000103,0.6,0
2320127002,4,"Thursday","Weekday","Night",2026464,83055,1384.2504899999597,0.04956142105263014,0.333333,0
2320127002,4,"Thursday","Weekday","Morning",1866480,262395,4373.250000000116,0.17000000000000454,0.566667,0
2320127002,5,"Friday","Weekday","Evening",639936,111720,1861.9997549999264,0.21111108333332498,0.5,0
2320127002,5,"Friday","Weekday","Afternoon",1279872,105105,1751.749755000033,0.09930554166666854,0.6,0
2320127002,5,"Friday","Weekday","Morning",1493184,249165,4152.750734999803,0.20178574999999044,0.516667,0
2320127002,5,"Friday","Weekday","Night",1706496,92610,1543.4985300000226,0.06562493750000097,0.3,0
2320127002,6,"Saturday","Weekend","Afternoon",1279872,218295,3638.2499999995075,0.2062499999999721,0.533333,0
2320127002,6,"Saturday","Weekend","Evening",639936,96285,1604.7504899999121,0.18194449999999004,0.366667,0
2320127002,6,"Saturday","Weekend","Morning",1493184,216825,3613.7502450000893,0.17559525000000434,0.55,0
2320127002,6,"Saturday","Weekend","Night",1706496,196245,3270.7499999999636,0.13906249999999845,0.45,0
2347167796,0,"Sunday","Weekend","Morning",514206,96462,1607.6998619999474,0.2773809285714195,0.8,0
2347167796,0,"Sunday","Weekend","Night",587664,414,6.900137999999996,0.0010416874999999994,0.016667,0
2347167796,0,"Sunday","Weekend","Evening",220374,64170,1069.5002760000255,0.43055566666667694,0.816667,0.25
2347167796,0,"Sunday","Weekend","Afternoon",440748,98118,1635.2987580000415,0.329166416666675,0.583333,0.133333
2347167796,1,"Monday","Weekday","Evening",220374,74106,1235.099862000005,0.4972221666666687,1.083333,0.1
2347167796,1,"Monday","Weekday","Night",587664,9108,151.80013800000052,0.022916687500000078,0.283333,0
2347167796,1,"Monday","Weekday","Afternoon",440748,101016,1683.6001380000514,0.33888891666667703,1.116667,0.083333
2347167796,1,"Monday","Weekday","Morning",514206,70380,1172.999448000016,0.2023808571428599,0.466667,0.033333
2347167796,2,"Tuesday","Weekday","Night",881496,2070,34.500276000000106,0.0034722500000000105,0.05,0
2347167796,2,"Tuesday","Weekday","Afternoon",661122,161874,2697.900137999848,0.36203705555553517,0.683333,0.016667
2347167796,2,"Tuesday","Weekday","Evening",330561,100602,1676.6999999999605,0.4499999999999894,1.216667,0.2
2347167796,2,"Tuesday","Weekday","Morning",771309,171396,2856.6000000000636,0.3285714285714359,0.95,0
2347167796,3,"Wednesday","Weekday","Evening",330561,145314,2421.899585999957,0.6499998888888773,1.95,0.033333
2347167796,3,"Wednesday","Weekday","Morning",771309,138276,2304.5988960001546,0.26507923809525585,1.116667,0
